('__HVKcFKVdr6lVFH2rdQVw', 'Bee', 'Philadelphia, PA', 'October 2007', 6L, 70L, 7L, None, '6-57-20', 7L, datetime.datetime(2013, 12, 7, 17, 21, 42))
('auAXafJRU3a9qi5CfwL9RQ', 'sara s.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 16))
('aUuTYoGMZgafIJK0vgFdFA', 'Sarah T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 19))
('Av3-EExY3buQKALJLG8_Aw', 'Elizabeth P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 12))
('AW2cimP0kAlKiNs4iEwa7A', 'Ed C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('awcmXQWx1JTtqUB3c4YL3g', 'Scott J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 22))
('AX6U9N7kbafxECeqrVxGcA', 'Will H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 59))
('aXA5cy9wt_titPbYwrZPnw', 'Farrah S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('AxWMS_ZVyBlc5XRL-44W-g', 'Lauren D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 54, 5))
('AY38ErHo05aRle3aKvRMRw', 'Lorraine S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 12))
('AzKNHxUdKgWACYkQk9zFsw', 'Esteban W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 20))
('B_yOo5hCN1PtxD-F6Edlsw', 'Julia C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52, 27))
('B0ssXHQe0Av4-_2MvVM1hA', 'Jeremy G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 50))
('b1XtRbwa5J5nkuX4o1gOXA', 'V.j. R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 37))
('b2iJe7eZ28xi0cJg5SI7Tw', 'Keven C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 31))
('b2YL4kdvU7Nx8mMhqfyXgg', 'Yohann S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('b2zb8N_so3WKNFhYkoB9YA', 'Kirk B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 47))
('b39y_inQloddW6I49gV5AA', 'Edward M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('b49QCIFVtX_fF32_3ncCJw', 'Melissa E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 15))
('b77K_NlObjFQcigmB3S06g', 'James C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('b8Ct4JBXabuk8oK7GpwEBA', 'Nafesa E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 52))
('B9tRpjRr9vmQVonLY3KfoA', 'Ida T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 30))
('bAtvLtIOCwt72zFXiBDYlg', 'Theresa P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('BAzoKe1BjG931BJjKsDnxg', 'Daniel H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('BB7iAAA3XlHHRj5_wc9wYQ', 'Kelly C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('BbydW_wFtApwQJu8c7GtOA', 'Dae S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 59))
('bcKO7AYL2X8GC6zBnbKcfQ', 'Richard W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 5, 25))
('bDCCzWxv2fU-z7eeaFzKxQ', 'Zack L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 55, 2))
('BDPb-eIgKgTQ1UHjbZHYiQ', 'Aleksandr O.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 22))
('BDyCY898xb7QexX-XJgrEw', 'Autumn E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('bfi-PCAxxnJtehEi2vcnqw', 'Grace P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 42))
('bfrjGME55tVbgbqzwnnaPg', 'D-Line S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('bGUW4TkAmT4MMQrL81HO2g', 'Bobby G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 47))
('bH3yc4ZI4CGd_wPpZKML5A', 'May T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 15))
('BhkkJQbSy_womFDYIYTgQg', 'Sandy K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 19))
('BidRbDqFu9NojNs_54WwYQ', 'Caleb K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 53))
('biXvLE9j8tzt1iZ1adBPOQ', 'Margo K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 22))
('bJ5FtCtZX3ZZacz2_2PJjA', 'Bill M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('Bj7xMjzy0u37SUng2_sxUg', 'Dan J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('BJi9k4TEtPT_m6nxqr1l-Q', 'robert w.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 7))
('BJsUarrimcGEf-eLbfNlfg', 'Stephanie H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 47))
('bkhYDYdN5B3DgbN58f7dLw', 'Vin C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('BLAwczRFFS0BoJaTIVaUHQ', 'Kevin R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 40))
('Blr_HOqXtWzHaFwg8Npdcw', 'Aaron W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 35))
('BMF4-Wg1GKdzo5LzgKKiig', 'Addiction S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('BMHUeGp1oF6CaL7nmZeE9g', 'Georgia H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 42))
('BMtZxNgZ3S4iT4Ad4oyDhQ', 'Angela L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('bmYBPrY_ZMP-CC1yRCiyhQ', 'Jacob N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 47))
('bnDZpsii_if2_wpn8oPcig', 'Ted C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 4))
('Bnf-KvDhT8WXrpv2WJEOQQ', 'Leah G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 27))
('bnkaIDmrq9X1QyCe5RqFvQ', 'Amanda B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 6, 10))
('bNNHuZ8F__XjQYzw8pXlMw', 'Alex C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 19))
('bno5GHt0qz9fENNXkWVamQ', 'Jonathan K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 20))
('BNrk1t_oSdXGyYHq6AG6VQ', 'Jenn L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 16, 4))
('BNtciVSsk8OnB0BLYSeJnw', 'Allan D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 48, 20))
('bOei0iogihBsoGwcBlEvmA', 'Max T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 22))
('Bok4NoUX0nRQP-OePPivdA', 'Gretchen E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52))
('bOujGJAOe3pSOny2jUyogw', 'Teresa R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 51, 34))
('BpbKNdVAAEW5WF3CZLpUyg', 'BrYnell W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 11))
('bPiE0Ztrobl-JGtI9XHgsw', 'Jen K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 3))
('BpIL1Hpu8IEw1sR7XA1syg', 'D L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 19, 8))
('Bpr-a0Y2sopVQrjh7LvXNA', 'Lindsay B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('bPwSdACtD1AjQ70fk5Zy-Q', 'Vanessa G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 7, 50))
('bpxjFAKzbh1U2pk3ml7KeQ', 'John H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 6, 56))
('bQqz_NFPmkFqaVnTOqxeuw', 'Chase H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 22, 25))
('bs5dGtIc0LC5Xlk-j98Vgg', 'Robin C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('bScH0Oxxwt5ZljU055ochw', 'Scott W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('bslOvFExlhVCaIIxh1PCTQ', 'liza c.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('bSLudd7SM6SUXxaIKPj4Rg', 'Nora P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 12))
('BSztBAUdgOQBSUwF7gCHPQ', 'Keith B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('BTcn9J6XUB9T0TLT7nyqXw', 'Steven D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('BTKCSvPiy7anahF2HhNNNA', 'Amanda F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 2, 47))
('bUqZiCgyMpQXqTriTiW50w', 'John S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('BUZVu4zGgwh7Woi1F4ipBw', 'Soky C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('bxitx8H8uiggJyb_oYr2nQ', 'Noah W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('BXMiDiaHFHLXysTRWQ0feg', 'John B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 5, 13))
('bXPsxvWprM_ZfUlon_TrXA', 'Sandra B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 33))
('Bxuu2Ybq7OxJl6bSUJZRog', 'Candice A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('BY2i6jPbiMK6RCBWn022Rg', 'Aimee V.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 50))
('By7u7BFAI9y9PiE3KV6d4w', 'carlie s.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 35))
('BygoO9ZTyaMqqzMOsYVomA', 'Jeff C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 21))
('BYTWZVcD2l2cVeWzR4f6Mg', 'Grace W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 46))
('byY3wpML-vWJHPcbfRXncg', 'John W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 7))
('Bz-qjV3dPemz6LUJtO5ejA', 'Vincent L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('c_eOHs2irtT-JK1onNISxw', 'Seven B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52, 27))
('c1rMBa7ij8SfHzUZhX78qQ', 'Ching L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('c2iD04NaZ5dIB42I1Zagdw', 'Sara H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 56, 11))
('C3rq27JESZP5_8xoYhYwSg', 'Jon P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 16))
('c4eh4aq5Bw9zVMt4xLG2ew', 'Christopher R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('c59yvGkvkfqszVQFQj4XNg', 'Jason P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 46, 40))
('C5f4mfGv1G5WhXe5SLauLA', 'Laura N.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 19, 8))
('c5WEQvvGF0OJWUuMesFBWA', 'Jennifer F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 59, 47))
('c6j20CJXX-uMn2XgfDgAOA', 'Chrissy P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 53))
('C76QKXBMh2zDJvCK0Ib6xA', 'Caren J.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('C9pJMYZnXg1fWiRBd8z7og', 'Carl C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('C9W_e3Ly0K_S6_wkn2KgAA', 'Rob G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 31))
('CAy7UDGySy5DzsgCxktpLg', 'Stephen H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 15))
('cbBxBySpq87KPiLG25N76Q', 'Daniel H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('CbuZT7eOiOIKZIPRQqGxag', 'Cristina E.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 14))
('cByjp6ENzOszHs4fgbPtPw', 'Teresa D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 52))
('ccgiQJelytXUnmhx_GOrLg', 'Pete G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('cCIR5ru9IG3rGTbgAGbFew', 'Stephanie B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 27))
('cCjaXTdHJGCB0JNxMNFCVw', 'Katie H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 51, 34))
('CcSXVJL5WfaqPRIPh8nz1A', 'Ameenah M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 37))
('CCYFtYz14hiBR-NlxUR_bA', 'Laura B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 50))
('cD9dYc4zKZe6qUejeOQXjQ', 'Sahra M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 12))
('cDcakQinxKO8szOx4rtP3g', 'Ramon F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 49, 36))
('cdF4T1LuDtl-BzOkiq6Jtg', 'Brian L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('CDxlgCoUoNRV3VMkYZrUuQ', 'Suzanne S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 29))
('CeOq70w7mEtx3ASgx8XuGQ', 'Brooke M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 1, 35))
('cEvyGYZzskSrs-P5Qhznfg', 'Vivek C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 4))
('Cf8Jw9yX8RrG-l4PQoMkuw', 'Sean H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 17, 8))
('cFDsIC7TEB5pPe-IzDA0_A', 'Christina C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 14, 11))
('CFr8RYPPDn9kA_CGo0QAEA', 'Kermit P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('cFtSf0FvEAeiDr-IVeXLag', 'Emily L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('CfWc6ovKc_Tv-iAlLoRJWw', 'Andre B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 14))
('Cfwpd10gld6yyWyuSK8FOw', 'Bryon S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 14))
('cGJ7m7RHU5liXsVLeOrSCg', 'D D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 53, 26))
('CgKQvuIacOw__4wF-52-TQ', 'Timothy L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 47))
('cHbh_vtm3JftK8230jMIZA', 'Jennifer A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 15))
('cHbYJl-8SnUyQPH-83F9Hg', 'Michael T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 2, 55))
('Chj4ST-OAB1K2SAJhTXLdQ', 'Charles T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 21, 42))
('CHtPsZZ8xJn_cGmNklXsqA', 'Heng T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 52))
('Cim2UngfO0qt3XevuW9ZGQ', 'sarah s.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 26))
('CipIP0bM8Q-B6LLwJX5Ykg', 'Katrina C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52, 6))
('CjJhEzdWQNEKa7grwPRQyg', 'Stephanie S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 22, 20))
('cJwnxWAnEFX6MJvqmXJiWA', 'Christina W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 20))
('cjyBQECPVstvMikLngrPQg', 'HalalBite F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 54, 5))
('Ck0tRTHXeRsxzgIW1hLsuQ', 'Amy M.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 0, 57))
('ckhHciagBc0bm7Y8EgnpVQ', 'Jonathan A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 51, 34))
('ckpY2NZ2LDD5PBryBNzkmw', 'Lulu A.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 15))
('cku-i8unM0xDxuLgneDo2Q', 'Catherine D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('cL1SS_sX_HXBwTdAciGIjw', 'dj d.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 7, 32))
('Cl2UW0BCRYsCIEH06-oleQ', 'Kate K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 50, 37))
('CLI8CHTP990NtWwCgpre1g', 'Julie Y.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 13, 42))
('cLsKgpNy8ijXCgzdAPFGyw', 'Adam C.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 9, 46))
('clUBS29T_A5lpTyNElUPTA', 'Michelle H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 26))
('cM1TD40zKPxjZlj-DhBTog', 'Patrick W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 58, 33))
('cMPJlsuY5IQgJ8N9qICdDw', 'Jonathan P.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 15, 52))
('cnEZEzdOlEvp6eNnWqER0g', 'Hannah T.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 5))
('CO2QxY5DxMx3_GQCf7iupA', 'Buffy H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 19))
('Co4djhDPpvFUE66oUC73Nw', 'John S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 16, 22))
('co4OoM_MN4bMYF4SkazEdg', 'Jerry F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('co8zkMNAD8hY9uc3HAz_aQ', 'Richard W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 47, 37))
('COEranxZuyCjs9iQDmrfYw', 'BethandGus H.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 20, 53))
('cp1JF8sb9_EXdG-uOvuYnA', 'Jacqueline B.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 48, 45))
('Cp8Dplz2yBwYAMFL99vlKA', 'Gail F.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 18, 43))
('cpN9Qqzj2QrLclR5XAalpw', 'amanda h.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 16, 16, 4))
('Cqns1qP_ocJgVH1x_b-H6A', 'Joshua W.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 6, 56))
('CQtUTnSqUB0JA1hCw4VHFg', 'H R.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 19, 4, 55))
('cR5bvpc0xeQpm-Bsx67A8w', 'Meg S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 50, 37))
('CRtH3UnAnmE7or3fqEP4OQ', 'Stephanie L.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 52, 27))
('CRWKNIOTlbRDDUoGc3lF5w', 'Marc S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 57, 35))
('cs21ONhPzLweUOcDE-Glvw', 'Sarah G.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 19, 8))
('CSCKshBCf6-MBGUCFpEGAQ', 'Lisa D.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 22, 20))
('CSqcP764rEYYoM2K6caJAQ', 'Aydin S.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 18, 50, 37))
('Ctam17cT4r8-Sl6GQsM8sA', 'Trina K.', 'Philadelphia, PA', None, -1L, -1L, None, None, None, None, datetime.datetime(2013, 12, 7, 17, 7, 40))
